identif_mask,modelo,score,restritivo,positivo,msg,anomesdia
4863,YWZ,2002,2,2,,20210331
4864,YWZ,2002,2,2,,20210331
4865,YWZ,2002,2,2,,20210331
4866,YWZ,742000,742,0,,20210331
4867,YWZ,3003,3,3,,20210331
4868,YWZ,2002,2,2,,20210331
4869,YWZ,3003,3,3,,20210331
4870,YWZ,742603,742,603,,20210331
4871,YWZ,1001,1,1,,20210331
4872,YWZ,698711,698,711,,20210331
4873,YWZ,827700,827,700,,20210331
4874,YWZ,3003,3,3,,20210331
4875,YWZ,3003,3,3,,20210331
4876,YWZ,742000,742,0,,20210331
4877,YWZ,652924,652,924,,20210331
4878,YWZ,3003,3,3,,20210331
4879,YWZ,686000,686,0,,20210331
4880,YWZ,3003,3,3,,20210331
4881,YWZ,702425,702,425,,20210331
4882,YWZ,2002,2,2,,20210331
4883,YWZ,811964,811,964,,20210331
4884,YWZ,792822,792,822,,20210331
4885,YWZ,742000,742,0,,20210331
4886,YWZ,3003,3,3,,20210331
4887,YWZ,734608,734,608,,20210331
4888,YWZ,742000,742,0,,20210331
4889,YWZ,3003,3,3,,20210331
4890,YWZ,795791,795,791,,20210331
4891,YWZ,670608,670,608,,20210331
4892,YWZ,742000,742,0,,20210331
4893,YWZ,711924,711,924,,20210331
4894,YWZ,815862,815,862,,20210331
4895,YWZ,742000,742,0,,20210331
4896,YWZ,770000,770,0,,20210331
4897,YWZ,772000,772,0,,20210331
4898,YWZ,2002,2,2,,20210331
4899,YWZ,3003,3,3,,20210331
4900,YWZ,781000,781,0,,20210331
4901,YWZ,2002,2,2,,20210331
4902,YWZ,742747,742,747,,20210331
4903,YWZ,3003,3,3,,20210331
4904,YWZ,608000,608,0,,20210331
4905,YWZ,3003,3,3,,20210331
4906,YWZ,783862,783,862,,20210331
4907,YWZ,742000,742,0,,20210331
4908,YWZ,3003,3,3,,20210331
4909,YWZ,3003,3,3,,20210331
4910,YWZ,3003,3,3,,20210331
4911,YWZ,3003,3,3,,20210331
4912,YWZ,742000,742,0,,20210331
4913,YWZ,3003,3,3,,20210331
4914,YWZ,597768,597,768,,20210331
4915,YWZ,3003,3,3,,20210331
4916,YWZ,3003,3,3,,20210331
4917,YWZ,742000,742,0,,20210331
4918,YWZ,3003,3,3,,20210331
4919,YWZ,3003,3,3,,20210331
4920,YWZ,1001,1,1,,20210331
4921,YWZ,3003,3,3,,20210331
4922,YWZ,3003,3,3,,20210331
4923,YWZ,810841,810,841,,20210331
4924,YWZ,3003,3,3,,20210331
4925,YWZ,728830,728,830,,20210331
4926,YWZ,811822,811,822,,20210331
4927,YWZ,3003,3,3,,20210331
4928,YWZ,3003,3,3,,20210331
4929,YWZ,3003,3,3,,20210331
4930,YWZ,1001,1,1,,20210331
4931,YWZ,3003,3,3,,20210331
4932,YWZ,867000,867,0,,20210331
4933,YWZ,820851,820,851,,20210331
4934,YWZ,3003,3,3,,20210331
4935,YWZ,2002,2,2,,20210331
4936,YWZ,3003,3,3,,20210331
4937,YWZ,3003,3,3,,20210331
4938,YWZ,809533,809,533,,20210331
4939,YWZ,742000,742,0,,20210331
4940,YWZ,774000,774,0,,20210331
4941,YWZ,1001,1,1,,20210331
4942,YWZ,794745,794,745,,20210331
4943,YWZ,848628,848,628,,20210331
4944,YWZ,742000,742,0,,20210331
4945,YWZ,632000,632,0,,20210331
4946,YWZ,810862,810,862,,20210331
4947,YWZ,885000,885,0,,20210331
4948,YWZ,580489,580,489,,20210331
4949,YWZ,742000,742,0,,20210331
4950,YWZ,3003,3,3,,20210331
4951,YWZ,3003,3,3,,20210331
4952,YWZ,742683,742,683,,20210331
4953,YWZ,793713,793,713,,20210331
4954,YWZ,683000,683,0,,20210331
4955,YWZ,904000,904,0,,20210331
4956,YWZ,742000,742,0,,20210331
4957,YWZ,742000,742,0,,20210331
4958,YWZ,632000,632,0,,20210331
4959,YWZ,742000,742,0,,20210331
4960,YWZ,710895,710,895,,20210331
4961,YWZ,3003,3,3,,20210331
4962,YWZ,746862,746,862,,20210331
4963,YWZ,742000,742,0,,20210331
4964,YWZ,539769,539,769,,20210331
4965,YWZ,742862,742,862,,20210331
4966,YWZ,3003,3,3,,20210331
4967,YWZ,3003,3,3,,20210331
4968,YWZ,742000,742,0,,20210331
4969,YWZ,3003,3,3,,20210331
4970,YWZ,742000,742,0,,20210331
4971,YWZ,766000,766,0,,20210331
4972,YWZ,742000,742,0,,20210331
4973,YWZ,598000,598,0,,20210331
4974,YWZ,3003,3,3,,20210331
4975,YWZ,828000,828,0,,20210331
4976,YWZ,3003,3,3,,20210331
4977,YWZ,742000,742,0,,20210331
4978,YWZ,833608,833,608,,20210331
4979,YWZ,789000,789,0,,20210331
4980,YWZ,725814,725,814,,20210331
4981,YWZ,755862,755,862,,20210331
4982,YWZ,3003,3,3,,20210331
4983,YWZ,777743,777,743,,20210331
4984,YWZ,3003,3,3,,20210331
4985,YWZ,3003,3,3,,20210331
4986,YWZ,1001,1,1,,20210331
4987,YWZ,497713,497,713,,20210331
4988,YWZ,3003,3,3,,20210331
4989,YWZ,615000,615,0,,20210331
4990,YWZ,742000,742,0,,20210331
4991,YWZ,3003,3,3,,20210331
4992,YWZ,679000,679,0,,20210331
4993,YWZ,3003,3,3,,20210331
4994,YWZ,857862,857,862,,20210331
4995,YWZ,782000,782,0,,20210331
4996,YWZ,650862,650,862,,20210331
4997,YWZ,3003,3,3,,20210331
4998,YWZ,777862,777,862,,20210331
4999,YWZ,742000,742,0,,20210331
5000,YWZ,3003,3,3,,20210331
5001,YWZ,783728,783,728,,20210331
5002,YWZ,3003,3,3,,20210331
5003,YWZ,742000,742,0,,20210331
5004,YWZ,3003,3,3,,20210331
5005,YWZ,3003,3,3,,20210331
5006,YWZ,3003,3,3,,20210331
5007,YWZ,694000,694,0,,20210331
5008,YWZ,3003,3,3,,20210331
5009,YWZ,645000,645,0,,20210331
5010,YWZ,3003,3,3,,20210331
5011,YWZ,3003,3,3,,20210331
5012,YWZ,3003,3,3,,20210331
5013,YWZ,3003,3,3,,20210331
5014,YWZ,3003,3,3,,20210331
5015,YWZ,271622,271,622,,20210331
5016,YWZ,742000,742,0,,20210331
5017,YWZ,742000,742,0,,20210331
5018,YWZ,881822,881,822,,20210331
5019,YWZ,832692,832,692,,20210331
5020,YWZ,804000,804,0,,20210331
5021,YWZ,663862,663,862,,20210331
5022,YWZ,3003,3,3,,20210331
5023,YWZ,3003,3,3,,20210331
5024,YWZ,742000,742,0,,20210331
5025,YWZ,773924,773,924,,20210331
5026,YWZ,3003,3,3,,20210331
5027,YWZ,592000,592,0,,20210331
5028,YWZ,904924,904,924,,20210331
5029,YWZ,1001,1,1,,20210331
5030,YWZ,624000,624,0,,20210331
5031,YWZ,682346,682,346,,20210331
5032,YWZ,3003,3,3,,20210331
5033,YWZ,3003,3,3,,20210331
5034,YWZ,857654,857,654,,20210331
5035,YWZ,740000,740,0,,20210331
5036,YWZ,608000,608,0,,20210331
5037,YWZ,774000,774,0,,20210331
5038,YWZ,729000,729,0,,20210331
5039,YWZ,3003,3,3,,20210331
5040,YWZ,3003,3,3,,20210331
5041,YWZ,729554,729,554,,20210331
5042,YWZ,875822,875,822,,20210331
5043,YWZ,766879,766,879,,20210331
5044,YWZ,3003,3,3,,20210331
5045,YWZ,3003,3,3,,20210331
5046,YWZ,569547,569,547,,20210331
5047,YWZ,600000,600,0,,20210331
5048,YWZ,746722,746,722,,20210331
5049,YWZ,742000,742,0,,20210331
5050,YWZ,3003,3,3,,20210331
5051,YWZ,794747,794,747,,20210331
5052,YWZ,3003,3,3,,20210331
5053,YWZ,2002,2,2,,20210331
5054,YWZ,3003,3,3,,20210331
5055,YWZ,3003,3,3,,20210331
5056,YWZ,822924,822,924,,20210331
5057,YWZ,670542,670,542,,20210331
5058,YWZ,3003,3,3,,20210331
5059,YWZ,631736,631,736,,20210331
5060,YWZ,3003,3,3,,20210331
5061,YWZ,833791,833,791,,20210331
5062,YWZ,3003,3,3,,20210331
5063,YWZ,777554,777,554,,20210331
5064,YWZ,3003,3,3,,20210331
5065,YWZ,742000,742,0,,20210331
5066,YWZ,614862,614,862,,20210331
5067,YWZ,2002,2,2,,20210331
5068,YWZ,742000,742,0,,20210331
5069,YWZ,742862,742,862,,20210331
5070,YWZ,3003,3,3,,20210331
5071,YWZ,698791,698,791,,20210331
5072,YWZ,3003,3,3,,20210331
5073,YWZ,1001,1,1,,20210331
5074,YWZ,859711,859,711,,20210331
5075,YWZ,3003,3,3,,20210331
5076,YWZ,3003,3,3,,20210331
5077,YWZ,859560,859,560,,20210331
5078,YWZ,3003,3,3,,20210331
5079,YWZ,742862,742,862,,20210331
5080,YWZ,826711,826,711,,20210331
5081,YWZ,742000,742,0,,20210331
5082,YWZ,3003,3,3,,20210331
5083,YWZ,2002,2,2,,20210331
5084,YWZ,725000,725,0,,20210331
5085,YWZ,742000,742,0,,20210331
5086,YWZ,655738,655,738,,20210331
5087,YWZ,742000,742,0,,20210331
5088,YWZ,782862,782,862,,20210331
5089,YWZ,660808,660,808,,20210331
5090,YWZ,3003,3,3,,20210331
5091,YWZ,3003,3,3,,20210331
5092,YWZ,744000,744,0,,20210331
5093,YWZ,633747,633,747,,20210331
5094,YWZ,3003,3,3,,20210331
5095,YWZ,3003,3,3,,20210331
5096,YWZ,742000,742,0,,20210331
5097,YWZ,764769,764,769,,20210331
5098,YWZ,3003,3,3,,20210331
5099,YWZ,623000,623,0,,20210331
5100,YWZ,742924,742,924,,20210331
5101,YWZ,3003,3,3,,20210331
5102,YWZ,742554,742,554,,20210331
5103,YWZ,673862,673,862,,20210331
5104,YWZ,742000,742,0,,20210331
5105,YWZ,597735,597,735,,20210331
5106,YWZ,3003,3,3,,20210331
5107,YWZ,3003,3,3,,20210331
5108,YWZ,718000,718,0,,20210331
5109,YWZ,589791,589,791,,20210331
5110,YWZ,3003,3,3,,20210331
5111,YWZ,724862,724,862,,20210331
5112,YWZ,742000,742,0,,20210331
5113,YWZ,892608,892,608,,20210331
5114,YWZ,544000,544,0,,20210331
5115,YWZ,3003,3,3,,20210331
5116,YWZ,791000,791,0,,20210331
5117,YWZ,3003,3,3,,20210331
5118,YWZ,696862,696,862,,20210331
5119,YWZ,3003,3,3,,20210331
5120,YWZ,742000,742,0,,20210331
5121,YWZ,3003,3,3,,20210331
5122,YWZ,742608,742,608,,20210331
5123,YWZ,3003,3,3,,20210331
5124,YWZ,2002,2,2,,20210331
5125,YWZ,742000,742,0,,20210331
5126,YWZ,862862,862,862,,20210331
5127,YWZ,742000,742,0,,20210331
5128,YWZ,811000,811,0,,20210331
5129,YWZ,3003,3,3,,20210331
5130,YWZ,3003,3,3,,20210331
5131,YWZ,812862,812,862,,20210331
5132,YWZ,572534,572,534,,20210331
5133,YWZ,481484,481,484,,20210331
5134,YWZ,546572,546,572,,20210331
5135,YWZ,1001,1,1,,20210331
5136,YWZ,3003,3,3,,20210331
5137,YWZ,777000,777,0,,20210331
5138,YWZ,775000,775,0,,20210331
5139,YWZ,3003,3,3,,20210331
5140,YWZ,753693,753,693,,20210331
5141,YWZ,612000,612,0,,20210331
5142,YWZ,636000,636,0,,20210331
5143,YWZ,898791,898,791,,20210331
5144,YWZ,720000,720,0,,20210331
5145,YWZ,742000,742,0,,20210331
1,YWZ,707822,707,822,,20210430
2,YWZ,3003,3,3,,20210430
3,YWZ,742601,742,601,,20210430
4,YWZ,3003,3,3,,20210430
5,YWZ,742000,742,0,,20210430
6,YWZ,742000,742,0,,20210430
7,YWZ,790807,790,807,,20210430
8,YWZ,655791,655,791,,20210430
9,YWZ,839747,839,747,,20210430
10,YWZ,900769,900,769,,20210430
11,YWZ,742000,742,0,,20210430
12,YWZ,824862,824,862,,20210430
13,YWZ,742000,742,0,,20210430
14,YWZ,3003,3,3,,20210430
15,YWZ,667000,667,0,,20210430
16,YWZ,3003,3,3,,20210430
17,YWZ,3003,3,3,,20210430
18,YWZ,3003,3,3,,20210430
19,YWZ,3003,3,3,,20210430
20,YWZ,3003,3,3,,20210430
21,YWZ,702713,702,713,,20210430
22,YWZ,742000,742,0,,20210430
23,YWZ,693822,693,822,,20210430
24,YWZ,789622,789,622,,20210430
25,YWZ,701000,701,0,,20210430
26,YWZ,540000,540,0,,20210430
27,YWZ,742000,742,0,,20210430
28,YWZ,765814,765,814,,20210430
29,YWZ,3003,3,3,,20210430
30,YWZ,716000,716,0,,20210430
31,YWZ,3003,3,3,,20210430
32,YWZ,3003,3,3,,20210430
33,YWZ,3003,3,3,,20210430
34,YWZ,775862,775,862,,20210430
35,YWZ,1001,1,1,,20210430
36,YWZ,602791,602,791,,20210430
37,YWZ,799000,799,0,,20210430
38,YWZ,594558,594,558,,20210430
39,YWZ,700415,700,415,,20210430
40,YWZ,839924,839,924,,20210430
41,YWZ,742000,742,0,,20210430
42,YWZ,742000,742,0,,20210430
43,YWZ,3003,3,3,,20210430
44,YWZ,742000,742,0,,20210430
45,YWZ,808594,808,594,,20210430
46,YWZ,3003,3,3,,20210430
47,YWZ,802862,802,862,,20210430
48,YWZ,3003,3,3,,20210430
49,YWZ,3003,3,3,,20210430
50,YWZ,741557,741,557,,20210430
51,YWZ,742000,742,0,,20210430
52,YWZ,3003,3,3,,20210430
53,YWZ,645442,645,442,,20210430
54,YWZ,3003,3,3,,20210430
55,YWZ,807531,807,531,,20210430
56,YWZ,748924,748,924,,20210430
57,YWZ,671711,671,711,,20210430
58,YWZ,661862,661,862,,20210430
59,YWZ,3003,3,3,,20210430
60,YWZ,742000,742,0,,20210430
61,YWZ,781851,781,851,,20210430
62,YWZ,774000,774,0,,20210430
63,YWZ,1001,1,1,,20210430
64,YWZ,3003,3,3,,20210430
65,YWZ,3003,3,3,,20210430
66,YWZ,615000,615,0,,20210430
67,YWZ,711924,711,924,,20210430
68,YWZ,619630,619,630,,20210430
69,YWZ,820000,820,0,,20210430
70,YWZ,742000,742,0,,20210430
71,YWZ,632000,632,0,,20210430
72,YWZ,3003,3,3,,20210430
73,YWZ,742000,742,0,,20210430
74,YWZ,3003,3,3,,20210430
75,YWZ,693728,693,728,,20210430
76,YWZ,599000,599,0,,20210430
77,YWZ,742000,742,0,,20210430
78,YWZ,3003,3,3,,20210430
79,YWZ,612789,612,789,,20210430
80,YWZ,742000,742,0,,20210430
81,YWZ,3003,3,3,,20210430
82,YWZ,3003,3,3,,20210430
83,YWZ,707000,707,0,,20210430
84,YWZ,652924,652,924,,20210430
85,YWZ,3003,3,3,,20210430
86,YWZ,742000,742,0,,20210430
87,YWZ,3003,3,3,,20210430
88,YWZ,876000,876,0,,20210430
89,YWZ,799000,799,0,,20210430
90,YWZ,801000,801,0,,20210430
91,YWZ,1001,1,1,,20210430
92,YWZ,742000,742,0,,20210430
93,YWZ,773000,773,0,,20210430
94,YWZ,785000,785,0,,20210430
95,YWZ,3003,3,3,,20210430
96,YWZ,3003,3,3,,20210430
97,YWZ,3003,3,3,,20210430
98,YWZ,689796,689,796,,20210430
99,YWZ,599000,599,0,,20210430
100,YWZ,3003,3,3,,20210430
101,YWZ,863862,863,862,,20210430
102,YWZ,815862,815,862,,20210430
103,YWZ,486924,486,924,,20210430
104,YWZ,611000,611,0,,20210430
105,YWZ,742000,742,0,,20210430
106,YWZ,3003,3,3,,20210430
107,YWZ,3003,3,3,,20210430
108,YWZ,1001,1,1,,20210430
109,YWZ,742000,742,0,,20210430
110,YWZ,742616,742,616,,20210430
111,YWZ,599000,599,0,,20210430
112,YWZ,742000,742,0,,20210430
113,YWZ,671671,671,671,,20210430
114,YWZ,599000,599,0,,20210430
115,YWZ,620530,620,530,,20210430
116,YWZ,597862,597,862,,20210430
117,YWZ,3003,3,3,,20210430
118,YWZ,710769,710,769,,20210430
119,YWZ,3003,3,3,,20210430
120,YWZ,741000,741,0,,20210430
121,YWZ,692753,692,753,,20210430
122,YWZ,3003,3,3,,20210430
123,YWZ,783000,783,0,,20210430
124,YWZ,785924,785,924,,20210430
125,YWZ,3003,3,3,,20210430
126,YWZ,711000,711,0,,20210430
127,YWZ,3003,3,3,,20210430
128,YWZ,632554,632,554,,20210430
129,YWZ,666000,666,0,,20210430
130,YWZ,780862,780,862,,20210430
131,YWZ,802000,802,0,,20210430
132,YWZ,615000,615,0,,20210430
133,YWZ,648000,648,0,,20210430
134,YWZ,951924,951,924,,20210430
135,YWZ,3003,3,3,,20210430
136,YWZ,654000,654,0,,20210430
137,YWZ,657000,657,0,,20210430
138,YWZ,792608,792,608,,20210430
139,YWZ,742000,742,0,,20210430
140,YWZ,742000,742,0,,20210430
141,YWZ,813862,813,862,,20210430
142,YWZ,3003,3,3,,20210430
143,YWZ,742000,742,0,,20210430
144,YWZ,618554,618,554,,20210430
145,YWZ,452000,452,0,,20210430
146,YWZ,661000,661,0,,20210430
147,YWZ,793000,793,0,,20210430
148,YWZ,553649,553,649,,20210430
149,YWZ,678000,678,0,,20210430
150,YWZ,757000,757,0,,20210430
151,YWZ,581585,581,585,,20210430
152,YWZ,834862,834,862,,20210430
153,YWZ,742851,742,851,,20210430
154,YWZ,3003,3,3,,20210430
155,YWZ,870000,870,0,,20210430
156,YWZ,3003,3,3,,20210430
157,YWZ,878713,878,713,,20210430
158,YWZ,742612,742,612,,20210430
159,YWZ,785000,785,0,,20210430
160,YWZ,715000,715,0,,20210430
161,YWZ,742622,742,622,,20210430
162,YWZ,742000,742,0,,20210430
163,YWZ,3003,3,3,,20210430
164,YWZ,686000,686,0,,20210430
165,YWZ,712862,712,862,,20210430
166,YWZ,664769,664,769,,20210430
167,YWZ,896862,896,862,,20210430
168,YWZ,3003,3,3,,20210430
169,YWZ,517791,517,791,,20210430
170,YWZ,3003,3,3,,20210430
171,YWZ,645608,645,608,,20210430
172,YWZ,795898,795,898,,20210430
173,YWZ,811608,811,608,,20210430
174,YWZ,761000,761,0,,20210430
175,YWZ,777862,777,862,,20210430
176,YWZ,572000,572,0,,20210430
177,YWZ,3003,3,3,,20210430
178,YWZ,766672,766,672,,20210430
179,YWZ,742000,742,0,,20210430
180,YWZ,742775,742,775,,20210430
181,YWZ,742841,742,841,,20210430
182,YWZ,3003,3,3,,20210430
183,YWZ,3003,3,3,,20210430
184,YWZ,870000,870,0,,20210430
185,YWZ,3003,3,3,,20210430
186,YWZ,742000,742,0,,20210430
187,YWZ,680536,680,536,,20210430
188,YWZ,806000,806,0,,20210430
189,YWZ,742000,742,0,,20210430
190,YWZ,825747,825,747,,20210430
191,YWZ,3003,3,3,,20210430
192,YWZ,743924,743,924,,20210430
193,YWZ,3003,3,3,,20210430
194,YWZ,3003,3,3,,20210430
195,YWZ,660626,660,626,,20210430
196,YWZ,595000,595,0,,20210430
197,YWZ,3003,3,3,,20210430
198,YWZ,844608,844,608,,20210430
199,YWZ,3003,3,3,,20210430
200,YWZ,1001,1,1,,20210430
201,YWZ,607000,607,0,,20210430
202,YWZ,670000,670,0,,20210430
203,YWZ,3003,3,3,,20210430
204,YWZ,1001,1,1,,20210430
205,YWZ,3003,3,3,,20210430
206,YWZ,742000,742,0,,20210430
207,YWZ,788670,788,670,,20210430
208,YWZ,1001,1,1,,20210430
209,YWZ,590000,590,0,,20210430
210,YWZ,3003,3,3,,20210430
211,YWZ,3003,3,3,,20210430
212,YWZ,742000,742,0,,20210430
213,YWZ,3003,3,3,,20210430
214,YWZ,1001,1,1,,20210430
215,YWZ,3003,3,3,,20210430
216,YWZ,742000,742,0,,20210430
217,YWZ,780648,780,648,,20210430
218,YWZ,780728,780,728,,20210430
219,YWZ,3003,3,3,,20210430
220,YWZ,3003,3,3,,20210430
221,YWZ,591000,591,0,,20210430
222,YWZ,3003,3,3,,20210430
223,YWZ,742000,742,0,,20210430
224,YWZ,742000,742,0,,20210430
225,YWZ,758695,758,695,,20210430
226,YWZ,827822,827,822,,20210430
227,YWZ,3003,3,3,,20210430
228,YWZ,577316,577,316,,20210430
229,YWZ,820000,820,0,,20210430
230,YWZ,742000,742,0,,20210430
231,YWZ,649000,649,0,,20210430
232,YWZ,785000,785,0,,20210430
233,YWZ,711000,711,0,,20210430
234,YWZ,742000,742,0,,20210430
235,YWZ,3003,3,3,,20210430
236,YWZ,802862,802,862,,20210430
237,YWZ,621791,621,791,,20210430
238,YWZ,3003,3,3,,20210430
239,YWZ,705924,705,924,,20210430
240,YWZ,742579,742,579,,20210430
241,YWZ,3003,3,3,,20210430
242,YWZ,742000,742,0,,20210430
243,YWZ,800862,800,862,,20210430
244,YWZ,3003,3,3,,20210430
245,YWZ,598000,598,0,,20210430
246,YWZ,3003,3,3,,20210430
247,YWZ,3003,3,3,,20210430
248,YWZ,810862,810,862,,20210430
249,YWZ,723769,723,769,,20210430
250,YWZ,829490,829,490,,20210430
252,YWZ,413296,413,296,,20210430
253,YWZ,633000,633,0,,20210430
254,YWZ,3003,3,3,,20210430
255,YWZ,3003,3,3,,20210430
256,YWZ,3003,3,3,,20210430
257,YWZ,850000,850,0,,20210430
258,YWZ,688862,688,862,,20210430
259,YWZ,622000,622,0,,20210430
260,YWZ,580862,580,862,,20210430
261,YWZ,706851,706,851,,20210430
262,YWZ,742000,742,0,,20210430
263,YWZ,835000,835,0,,20210430
264,YWZ,3003,3,3,,20210430
265,YWZ,3003,3,3,,20210430
266,YWZ,742000,742,0,,20210430
267,YWZ,567579,567,579,,20210430
268,YWZ,874000,874,0,,20210430
269,YWZ,597000,597,0,,20210430
270,YWZ,568000,568,0,,20210430
271,YWZ,742000,742,0,,20210430
272,YWZ,706807,706,807,,20210430
273,YWZ,760862,760,862,,20210430
274,YWZ,3003,3,3,,20210430
275,YWZ,527746,527,746,,20210430
276,YWZ,725000,725,0,,20210430
277,YWZ,767000,767,0,,20210430
278,YWZ,742000,742,0,,20210430
279,YWZ,537862,537,862,,20210430
280,YWZ,742000,742,0,,20210430
281,YWZ,752000,752,0,,20210430
282,YWZ,742554,742,554,,20210430
283,YWZ,742594,742,594,,20210430
284,YWZ,800862,800,862,,20210430
285,YWZ,667462,667,462,,20210430
286,YWZ,764000,764,0,,20210430
287,YWZ,699000,699,0,,20210430
288,YWZ,742000,742,0,,20210430
289,YWZ,742000,742,0,,20210430
290,YWZ,683000,683,0,,20210430
291,YWZ,715735,715,735,,20210430
292,YWZ,795713,795,713,,20210430
293,YWZ,682000,682,0,,20210430
294,YWZ,536502,536,502,,20210430
295,YWZ,3003,3,3,,20210430
296,YWZ,884537,884,537,,20210430
297,YWZ,3003,3,3,,20210430
298,YWZ,808862,808,862,,20210430
299,YWZ,3003,3,3,,20210430
300,YWZ,3003,3,3,,20210430
301,YWZ,708000,708,0,,20210430
302,YWZ,827000,827,0,,20210430
303,YWZ,1001,1,1,,20210430
304,YWZ,633862,633,862,,20210430
305,YWZ,3003,3,3,,20210430
306,YWZ,510656,510,656,,20210430
307,YWZ,3003,3,3,,20210430
308,YWZ,809862,809,862,,20210430
309,YWZ,763503,763,503,,20210430
310,YWZ,742000,742,0,,20210430
311,YWZ,742000,742,0,,20210430
312,YWZ,3003,3,3,,20210430
313,YWZ,757621,757,621,,20210430
314,YWZ,3003,3,3,,20210430
315,YWZ,610791,610,791,,20210430
316,YWZ,859862,859,862,,20210430
317,YWZ,811000,811,0,,20210430
318,YWZ,792000,792,0,,20210430
319,YWZ,742000,742,0,,20210430
320,YWZ,721791,721,791,,20210430
321,YWZ,3003,3,3,,20210430
322,YWZ,3003,3,3,,20210430
323,YWZ,604554,604,554,,20210430
324,YWZ,692000,692,0,,20210430
325,YWZ,687707,687,707,,20210430
326,YWZ,771533,771,533,,20210430
327,YWZ,759692,759,692,,20210430
328,YWZ,766000,766,0,,20210430
329,YWZ,3003,3,3,,20210430
330,YWZ,3003,3,3,,20210430
331,YWZ,742000,742,0,,20210430
332,YWZ,815604,815,604,,20210430
333,YWZ,3003,3,3,,20210430
334,YWZ,855769,855,769,,20210430
335,YWZ,3003,3,3,,20210430
336,YWZ,3003,3,3,,20210430
337,YWZ,742000,742,0,,20210430
338,YWZ,742000,742,0,,20210430
339,YWZ,3003,3,3,,20210430
340,YWZ,3003,3,3,,20210430
341,YWZ,3003,3,3,,20210430
342,YWZ,1001,1,1,,20210430
343,YWZ,742000,742,0,,20210430
344,YWZ,742000,742,0,,20210430
345,YWZ,3003,3,3,,20210430
346,YWZ,684000,684,0,,20210430
347,YWZ,3003,3,3,,20210430
348,YWZ,839000,839,0,,20210430
349,YWZ,859862,859,862,,20210430
350,YWZ,3003,3,3,,20210430
351,YWZ,770000,770,0,,20210430
352,YWZ,774862,774,862,,20210430
353,YWZ,896728,896,728,,20210430
354,YWZ,3003,3,3,,20210430
355,YWZ,708862,708,862,,20210430
356,YWZ,815862,815,862,,20210430
357,YWZ,742000,742,0,,20210430
358,YWZ,1001,1,1,,20210430
359,YWZ,774000,774,0,,20210430
360,YWZ,746791,746,791,,20210430
361,YWZ,656577,656,577,,20210430
362,YWZ,719624,719,624,,20210430
363,YWZ,3003,3,3,,20210430
364,YWZ,501862,501,862,,20210430
365,YWZ,3003,3,3,,20210430
366,YWZ,742000,742,0,,20210430
367,YWZ,562000,562,0,,20210430
368,YWZ,841924,841,924,,20210430
369,YWZ,742000,742,0,,20210430
370,YWZ,3003,3,3,,20210430
371,YWZ,800862,800,862,,20210430
372,YWZ,3003,3,3,,20210430
373,YWZ,3003,3,3,,20210430
374,YWZ,3003,3,3,,20210430
375,YWZ,742000,742,0,,20210430
376,YWZ,829000,829,0,,20210430
377,YWZ,742000,742,0,,20210430
378,YWZ,883615,883,615,,20210430
379,YWZ,3003,3,3,,20210430
380,YWZ,3003,3,3,,20210430
381,YWZ,3003,3,3,,20210430
382,YWZ,3003,3,3,,20210430
383,YWZ,742000,742,0,,20210430
384,YWZ,3003,3,3,,20210430
385,YWZ,3003,3,3,,20210430
386,YWZ,3003,3,3,,20210430
387,YWZ,716608,716,608,,20210430
388,YWZ,539791,539,791,,20210430
389,YWZ,3003,3,3,,20210430
390,YWZ,3003,3,3,,20210430
391,YWZ,742000,742,0,,20210430
392,YWZ,1001,1,1,,20210430
393,YWZ,3003,3,3,,20210430
394,YWZ,657565,657,565,,20210430
395,YWZ,717000,717,0,,20210430
396,YWZ,3003,3,3,,20210430
397,YWZ,3003,3,3,,20210430
398,YWZ,903862,903,862,,20210430
399,YWZ,609596,609,596,,20210430
400,YWZ,812862,812,862,,20210430
401,YWZ,3003,3,3,,20210430
402,YWZ,717650,717,650,,20210430
403,YWZ,807608,807,608,,20210430
404,YWZ,3003,3,3,,20210430
405,YWZ,3003,3,3,,20210430
406,YWZ,630000,630,0,,20210430
407,YWZ,3003,3,3,,20210430
408,YWZ,742000,742,0,,20210430
409,YWZ,799760,799,760,,20210430
411,YWZ,742000,742,0,,20210430
412,YWZ,3003,3,3,,20210430
413,YWZ,3003,3,3,,20210430
414,YWZ,3003,3,3,,20210430
415,YWZ,598000,598,0,,20210430
416,YWZ,742000,742,0,,20210430
417,YWZ,655656,655,656,,20210430
418,YWZ,3003,3,3,,20210430
419,YWZ,3003,3,3,,20210430
420,YWZ,736862,736,862,,20210430
421,YWZ,3003,3,3,,20210430
422,YWZ,770000,770,0,,20210430
423,YWZ,763791,763,791,,20210430
424,YWZ,718822,718,822,,20210430
425,YWZ,742000,742,0,,20210430
426,YWZ,772000,772,0,,20210430
427,YWZ,3003,3,3,,20210430
428,YWZ,3003,3,3,,20210430
429,YWZ,642713,642,713,,20210430
430,YWZ,742000,742,0,,20210430
431,YWZ,834000,834,0,,20210430
432,YWZ,783000,783,0,,20210430
433,YWZ,742000,742,0,,20210430
434,YWZ,552415,552,415,,20210430
435,YWZ,559478,559,478,,20210430
436,YWZ,3003,3,3,,20210430
437,YWZ,590550,590,550,,20210430
438,YWZ,1001,1,1,,20210430
439,YWZ,731554,731,554,,20210430
